"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","Static Shared Memory Per Block","byte/block","0",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","# SMs","SM","132",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","Stack Size","","35280",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","Threads","thread","8303232",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","# TPCs","","66",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","Enabled TPC IDs","","all",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","Uses Green Context","","0",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Launch Statistics","Waves Per SM","","30.71",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Occupancy","Max Active Clusters","cluster","0",
"0","71068","python3.13","127.0.0.1","kernel_cutlass_kernel_zippel_generatednb_E4_c48_f32Kernel_object_at__tensorptrf32gmemalign16o2594746406401_tensorptrf32gmemalign16o1111_tensorptrf32gmemalign16o259474425610242561_tensorpt_0","1","7","(128, 1, 1)","(64869, 1, 1)","0","9.0","Occupancy","Max Cluster Size","block","16",
